id,start,read_length
24644,37501,217
24645,9782,250
24646,13878,303
24647,8627,186
24648,12310,223
24649,49494,200
24650,32395,224
24651,34841,271
24652,13175,285
24653,15987,281
24654,40020,219
24655,35202,265
24656,21304,239
24657,49519,261
24658,32492,238
24659,3066,201
24660,5867,284
24661,18824,232
24662,23101,241
24663,42526,167
24664,35579,202
24665,22783,213
24666,26170,238
24667,1922,234
24668,5152,259
24669,38047,240
24670,12138,281
24671,40299,309
24672,36851,235
24673,41043,274
24674,46795,213
24675,21915,259
24676,5054,188
24677,27350,278
24678,3248,221
24679,45663,265
24680,9830,239
24681,34793,264
24682,12341,264
24683,43042,213
24684,43466,270
24685,22233,190
24686,38842,300
24687,10418,268
24688,22974,246
24689,28214,243
24690,41477,290
24691,26509,265
24692,38970,258
24693,9770,233
24694,762,252
24695,5668,209
24696,42855,263
24697,46122,266
24698,42151,284
24699,6001,266
24700,22324,258
24701,27461,252
24702,44816,210
24703,28553,247
24704,33659,207
24705,20157,268
24706,9000,258
24707,13761,232
24708,18117,239
24709,5189,304
24710,2522,238
24711,28820,219
24712,37871,266
24713,36271,214
24714,31728,224
24715,32804,302
24716,31399,269
24717,1774,221
24718,40172,279
24719,14811,274
24720,28131,284
24721,30627,196
24722,37626,215
24723,40151,234
24724,37360,251
24725,10442,283
24726,44574,218
24727,28184,212
24728,7684,288
24729,35006,248
24730,14547,296
24731,19501,254
24732,468,273
24733,33098,207
24734,9848,257
24735,36793,267
24736,29716,208
24737,4434,293
24738,39453,214
24739,36625,277
24740,27038,271
24741,47803,258
24742,45791,304
24743,34024,197
24744,39886,287
24745,42245,251
24746,36401,223
24747,15779,253
24748,48194,255
24749,7497,267
24750,32707,246
24751,5120,265
24752,45692,260
24753,37953,208
24754,42241,223
24755,42791,240
24756,21351,266
24757,28920,238
24758,24897,240
24759,16472,287
24760,48717,264
24761,46120,260
24762,26169,247
24763,19551,269
24764,14685,258
24765,15358,272
24766,19707,247
24767,13042,261
24768,36606,266
24769,43798,303
24770,2101,249
24771,37958,236
24772,10412,222
24773,9549,257
24774,28024,291
24775,30383,265
24776,2075,268
24777,7468,202
24778,7062,234
24779,34658,281
24780,29601,223
24781,14667,260
24782,19951,223
24783,32149,240
24784,24181,293
24785,47358,257
24786,46505,262
24787,38502,244
24788,40436,219
24789,16360,227
24790,26993,256
24791,29189,233
24792,23133,246
24793,27627,246
24794,8497,315
24795,19049,232
24796,9262,262
24797,4351,278
24798,40598,273
24799,37129,211
24800,12075,257
24801,400,241
24802,33655,274
24803,11881,287
24804,34402,254
24805,7967,186
24806,43161,265
24807,38851,279
24808,15487,245
24809,25503,248
24810,28535,269
24811,49056,255
24812,39617,253
24813,51,253
24814,9055,224
24815,30629,234
24816,3409,219
24817,27154,248
24818,11581,206
24819,27363,244
24820,39703,260
24821,46555,266
24822,44069,236
24823,31334,246
24824,41534,255
24825,30999,200
24826,24039,269
24827,9775,257
24828,11268,250
24829,35150,235
24830,30798,261
24831,6131,194
24832,47235,268
24833,23599,228
24834,31115,298
24835,49589,268
24836,46208,260
24837,14189,286
24838,36234,269
24839,32708,176
24840,5266,181
24841,1022,263
24842,49622,253
24843,36090,248
24844,44091,268
24845,19925,261
24846,43626,259
24847,37626,268
24848,15430,249
24849,13311,240
24850,16159,279
24851,49196,218
24852,20302,243
24853,41871,261
24854,47990,223
24855,191,288
24856,28246,231
24857,20228,231
24858,44786,264
24859,20241,202
24860,40030,250
24861,42575,294
24862,47975,258
24863,39359,272
24864,35132,228
24865,43699,229
24866,5192,262
24867,37709,277
24868,4123,255
24869,18332,209
24870,43741,218
24871,25574,287
24872,26957,243
24873,35270,222
24874,648,222
24875,38566,232
24876,36922,234
24877,1412,264
24878,17441,228
24879,22482,180
24880,3893,301
24881,17019,198
24882,7536,250
24883,37858,285
24884,41509,214
24885,2438,233
24886,8612,241
24887,12512,243
24888,42698,243
24889,8860,281
24890,44954,271
24891,49375,242
24892,4147,235
24893,36311,220
24894,4588,273
24895,10787,264
24896,40566,254
24897,4036,248
24898,2805,295
24899,44544,268
24900,25478,239
24901,18065,234
24902,40041,260
24903,10655,264
24904,23817,236
24905,18583,255
24906,45390,268
24907,34540,252
24908,32147,257
24909,4754,299
24910,23156,258
24911,6288,215
24912,2132,279
24913,25120,287
24914,23911,321
24915,10636,222
24916,39772,239
24917,26945,271
24918,15207,286
24919,24412,263
24920,8061,197
24921,31300,238
24922,25936,265
24923,36246,264
24924,21980,230
24925,36825,238
24926,47426,251
24927,32106,241
24928,7875,204
24929,38221,266
24930,14830,254
24931,44585,235
24932,38773,251
24933,37306,265
24934,17299,247
24935,24481,244
24936,37583,250
24937,16576,265
24938,709,228
24939,21563,245
24940,18908,235
24941,33064,254
24942,39829,228
24943,838,226
24944,22338,303
24945,12341,257
24946,49710,261
24947,23227,292
24948,36717,204
24949,48291,200
24950,13869,270
24951,21038,262
24952,598,244
24953,26938,258
24954,40444,243
24955,35037,286
24956,36141,245
24957,8719,259
24958,30450,234
24959,7513,281
24960,16024,260
24961,41464,261
24962,12654,240
24963,20665,256
24964,43040,267
24965,4958,263
24966,47207,260
24967,24569,263
24968,27762,288
24969,30369,267
24970,456,315
24971,45295,260
24972,5765,284
24973,43468,211
24974,12012,226
24975,20970,222
24976,4937,275
24977,6686,212
24978,16246,280
24979,19940,273
24980,17691,285
24981,37513,284
24982,41345,203
24983,17267,225
24984,15613,288
24985,44587,283
24986,17080,301
24987,22881,259
24988,27006,258
24989,27977,206
24990,27,224
24991,46552,240
24992,18424,227
24993,9284,195
24994,29711,229
24995,20828,269
24996,9235,193
24997,20811,261
24998,18363,249
24999,41867,223
25000,49177,197
25001,9141,223
25002,10506,240
25003,35409,267
25004,32804,212
25005,27970,267
25006,27498,241
25007,47995,232
25008,13746,279
25009,29006,289
25010,25394,202
25011,31692,314
25012,45435,221
25013,7083,261
25014,25117,261
25015,32149,298
25016,28633,244
25017,38978,291
25018,28036,242
25019,47378,273
25020,8786,274
25021,11490,281
25022,2398,262
25023,39704,283
25024,46644,207
25025,43310,279
25026,1358,216
25027,31102,196
25028,40607,265
25029,24774,260
25030,16506,155
25031,36844,249
25032,13059,297
25033,16858,241
25034,31461,195
25035,10289,222
25036,33432,198
25037,1172,257
25038,37602,279
25039,14872,271
25040,29029,273
25041,15236,231
25042,13285,263
25043,24223,239
25044,35001,294
25045,4617,285
25046,30958,236
25047,6388,268
25048,45309,283
25049,36948,298
25050,7785,264
25051,136,249
25052,30729,210
25053,45525,289
25054,37362,248
25055,25815,214
25056,49164,214
25057,45048,286
25058,13970,308
25059,9216,215
25060,48345,194
25061,39731,233
25062,11402,294
25063,35458,265
25064,7288,256
25065,6214,250
25066,14563,250
25067,32124,288
25068,36484,282
25069,9749,251
25070,22669,214
25071,8643,211
25072,5871,239
25073,31135,282
25074,36907,243
25075,5869,323
25076,46285,242
25077,19479,284
25078,5539,232
25079,15140,268
25080,22697,174
25081,16649,239
25082,32542,282
25083,32366,245
25084,48528,211
25085,15375,222
25086,13219,264
25087,2918,222
25088,38463,296
25089,19275,246
25090,45925,242
25091,12359,263
25092,22126,235
25093,11778,211
25094,22990,299
25095,19188,258
25096,32293,258
25097,20724,242
25098,20959,308
25099,41620,258
25100,10656,269
25101,6973,237
25102,25449,244
25103,36941,261
25104,11071,237
25105,38939,258
25106,37358,222
25107,22836,222
25108,47936,279
25109,39099,265
25110,40443,213
25111,2530,275
25112,44991,205
25113,8526,247
25114,44917,262
25115,27961,289
25116,628,267
25117,48656,221
25118,42927,243
25119,25025,277
25120,42292,224
25121,40593,237
25122,42307,191
25123,23681,248
25124,13673,290
25125,44078,243
25126,17615,231
25127,25379,276
25128,2308,202
25129,25183,283
25130,3201,274
25131,1226,249
25132,47023,337
25133,46160,227
25134,26221,257
25135,13199,244
25136,514,259
25137,29803,260
25138,31191,263
25139,24953,295
25140,17637,168
25141,11023,201
25142,43282,215
25143,22227,218
25144,25355,270
25145,24179,273
25146,39568,284
25147,11884,220
25148,34065,211
25149,28727,243
25150,38587,294
25151,4245,263
25152,43632,226
25153,24784,250
25154,5170,202
25155,10392,258
25156,35007,213
25157,5232,252
25158,37093,224
25159,12210,207
25160,29811,179
25161,30363,260
25162,38186,183
25163,43643,261
25164,34577,233
25165,28921,269
25166,10020,218
25167,48850,225
25168,40955,233
25169,36910,259
25170,49611,286
25171,16016,240
25172,41826,233
25173,34233,242
25174,4488,270
25175,14123,258
25176,20956,261
25177,43297,241
25178,8344,245
25179,10591,222
25180,41011,240
25181,46348,195
25182,11455,255
25183,36001,249
25184,42419,263
25185,44977,266
25186,22471,255
25187,26250,254
25188,19382,204
25189,7488,257
25190,28772,284
25191,19679,229
25192,33806,275
25193,13800,289
25194,5983,263
25195,21029,263
25196,17690,259
25197,19122,231
25198,3513,227
25199,26938,218
25200,40191,262
25201,10638,241
25202,20401,264
25203,8762,224
25204,32414,256
25205,16118,231
25206,13742,218
25207,36755,263
25208,37511,266
25209,42343,244
25210,40223,267
25211,405,266
25212,12484,268
25213,48987,281
25214,22074,236
25215,33217,241
25216,12995,233
25217,20860,288
25218,4759,257
25219,33946,247
25220,38234,272
25221,17488,224
25222,18304,289
25223,5406,323
25224,38561,249
25225,37054,233
25226,11257,251
25227,47579,251
25228,28730,254
25229,15661,269
25230,15399,256
25231,19387,214
25232,29411,243
25233,11634,249
25234,41420,290
25235,4074,298
25236,22056,203
25237,8761,239
25238,8747,234
25239,16590,280
25240,17782,222
25241,4005,266
25242,11352,216
25243,15208,260
25244,14722,258
25245,13402,256
25246,5259,285
25247,22964,306
25248,42575,261
25249,2202,329
25250,36683,277
25251,3963,234
25252,31887,272
25253,47944,240
25254,28210,222
25255,24330,245
25256,8271,255
25257,21892,254
25258,45316,276
25259,35353,210
25260,6378,265
25261,42780,291
25262,30621,246
25263,25529,272
25264,36603,193
25265,30714,276
25266,34223,271
25267,29416,236
25268,14300,239
25269,13652,229
25270,31517,300
25271,47966,220
25272,21230,216
25273,10008,291
25274,22784,202
25275,26379,241
25276,9011,189
25277,13412,270
25278,11569,288
25279,34125,206
25280,34068,219
25281,42764,272
25282,13851,229
25283,7066,257
25284,7432,237
25285,24689,295
25286,18189,221
25287,32575,236
25288,6499,247
25289,35904,223
25290,44266,218
25291,7241,230
25292,593,248
25293,44390,282
25294,19630,260
25295,30030,276
25296,47551,299
25297,43207,227
25298,45416,295
25299,48569,236
25300,24482,231
25301,19431,272
25302,45456,243
25303,7488,221
25304,47709,256
25305,38545,188
25306,25103,242
25307,36353,289
25308,1842,205
25309,24860,225
25310,39444,234
25311,12641,232
25312,25510,262
25313,11120,232
25314,8746,276
25315,43616,238
25316,9648,237
25317,42402,215
25318,19712,240
25319,21524,219
25320,47813,193
25321,27824,230
25322,22620,226
25323,28074,296
25324,12465,231
25325,25787,302
25326,8738,240
25327,31917,252
25328,15035,257
25329,2338,272
25330,45673,250
25331,11754,192
25332,37924,220
25333,8213,225
25334,11940,231
25335,34790,272
25336,19254,262
25337,24935,222
25338,21665,264
25339,5569,261
25340,18599,215
25341,13429,235
25342,4424,213
25343,37957,275
25344,30972,268
25345,21172,247
25346,30868,286
25347,28128,225
25348,38156,200
25349,19076,238
25350,23306,261
25351,42960,257
25352,21536,290
25353,10435,247
25354,36565,294
25355,48393,201
25356,20671,273
25357,47074,239
25358,25195,196
25359,21524,229
25360,1412,208
25361,38999,188
25362,38332,296
25363,16995,243
25364,34275,338
25365,4473,209
25366,43040,209
25367,12060,274
25368,13449,294
25369,17119,183
25370,29745,210
25371,26367,263
25372,32624,266
25373,5527,260
25374,7833,195
25375,26642,338
25376,38544,214
25377,18820,225
25378,27773,280
25379,3399,226
25380,49095,249
25381,29167,277
25382,20303,197
25383,38701,227
25384,28341,220
25385,31532,271
25386,41242,235
25387,23845,235
25388,47190,290
25389,28592,251
25390,24397,212
25391,4330,249
25392,26683,164
25393,28312,223
25394,12633,286
25395,46981,286
25396,17455,185
25397,43404,223
25398,48140,271
25399,22239,244
25400,33877,240
25401,33863,231
25402,42181,264
25403,7388,278
25404,39630,253
25405,2780,236
25406,31559,301
25407,48839,248
25408,17668,293
25409,17208,261
25410,27282,246
25411,33453,278
25412,16912,225
25413,23697,313
25414,3036,252
25415,26737,276
25416,40237,260
25417,10643,278
25418,29858,252
25419,7785,263
25420,16922,244
25421,41583,227
25422,10937,249
25423,39437,229
25424,3234,229
25425,14309,258
25426,20533,290
25427,18178,248
25428,14463,190
25429,27694,213
25430,46421,192
25431,12798,231
25432,38920,254
25433,4007,265
25434,4691,291
25435,22343,202
25436,12251,225
25437,43028,188
25438,20177,269
25439,11767,298
25440,5919,208
25441,13047,210
25442,41343,253
25443,18941,280
25444,37443,259
25445,32604,250
25446,28400,262
25447,10062,289
25448,47796,231
25449,41730,200
25450,22546,275
25451,14508,314
25452,7170,293
25453,30571,227
25454,48227,234
25455,42870,265
25456,3391,298
25457,25305,285
25458,7610,232
25459,42122,266
25460,33397,250
25461,30049,251
25462,19813,245
25463,31581,259
25464,42998,302
25465,28905,268
25466,27940,208
25467,19579,273
25468,13484,233
25469,24209,219
25470,37308,227
25471,27490,247
25472,25519,216
25473,48369,294
25474,25839,232
25475,36705,264
25476,28178,237
25477,11853,232
25478,46726,199
25479,23245,291
25480,18171,277
25481,15216,275
25482,46744,268
25483,2148,252
25484,10082,268
25485,22875,235
25486,5620,249
25487,46912,226
25488,42268,263
25489,31143,255
25490,12800,231
25491,12755,263
25492,8138,253
25493,16847,259
25494,40402,199
25495,41414,320
25496,46997,248
25497,43291,245
25498,8211,242
25499,26967,222
25500,37215,287
25501,27851,232
25502,6675,258
25503,23457,199
25504,8890,219
25505,12583,200
25506,47107,191
25507,1865,264
25508,3045,230
25509,28758,281
25510,1286,230
25511,43917,225
25512,48321,273
25513,12543,305
25514,13894,237
25515,7376,216
25516,47015,217
25517,46496,263
25518,24844,239
25519,26193,235
25520,19963,220
25521,45658,215
25522,42014,223
25523,6316,244
25524,1991,260
25525,32281,252
25526,24073,272
25527,19686,226
25528,43297,215
25529,9236,257
25530,19653,257
25531,25351,165
25532,4486,261
25533,12575,228
25534,28118,240
25535,42926,263
25536,12162,271
25537,28585,265
25538,12390,219
25539,39700,294
25540,40617,215
25541,18679,261
25542,20576,165
25543,40107,224
25544,43111,283
25545,22305,260
25546,23221,240
25547,21388,282
25548,19463,230
25549,8445,265
25550,5918,299
25551,10847,266
25552,27692,153
25553,5448,272
25554,22587,251
25555,17935,275
25556,24173,244
25557,15742,231
25558,28068,258
25559,24475,266
25560,29696,253
25561,23291,234
25562,34215,245
25563,23591,279
25564,41098,260
25565,2657,296
25566,14779,234
25567,41839,232
25568,7838,253
25569,33115,237
25570,11676,272
25571,24168,225
25572,19261,290
25573,44161,214
25574,19035,233
25575,9007,205
25576,24427,287
25577,13432,210
25578,43374,270
25579,30685,257
25580,8918,229
25581,47468,262
25582,24791,289
25583,6001,243
25584,7996,250
25585,17740,215
25586,18837,224
25587,36350,216
25588,40859,304
25589,32706,237
25590,48507,234
25591,8509,217
25592,26048,302
25593,26179,294
25594,9781,231
25595,27667,243
25596,20251,247
25597,14272,266
25598,23687,260
25599,5603,234
25600,14510,251
25601,21271,240
25602,20212,282
25603,44099,223
25604,22772,250
25605,17363,256
25606,29049,266
25607,13550,244
25608,21890,227
25609,44702,281
25610,10133,258
25611,26992,257
25612,32876,221
25613,39647,185
25614,46519,219
25615,31040,252
25616,28085,258
25617,11863,219
25618,8164,291
25619,11698,265
25620,26016,242
25621,39599,215
25622,4819,211
25623,310,247
25624,4366,228
25625,44414,299
25626,41862,247
25627,35305,240
25628,1460,210
25629,41402,319
25630,43616,282
25631,34999,211
25632,41117,254
25633,34548,239
25634,47833,239
25635,30822,228
25636,43537,263
25637,15691,206
25638,14673,263
25639,30079,275
25640,1084,280
25641,21131,267
25642,30393,281
25643,21005,250
25644,30690,242
25645,66,219
25646,31400,294
25647,25711,225
25648,11970,215
25649,48182,278
25650,28686,228
25651,37953,229
25652,43590,269
25653,47320,255
25654,22607,246
25655,16490,274
25656,33204,294
25657,28821,256
25658,29143,209
25659,17419,193
25660,25153,272
25661,23741,234
25662,5482,259
25663,12026,290
25664,34819,288
25665,32517,301
25666,24402,223
25667,5766,227
25668,47254,241
25669,20799,234
25670,21957,260
25671,38039,210
25672,34975,233
25673,26425,259
25674,21969,280
25675,14951,255
25676,661,300
25677,26644,274
25678,11358,230
25679,49737,213
25680,45258,223
25681,48189,279
25682,25085,233
25683,33754,230
25684,38094,233
25685,10247,211
25686,9356,300
25687,31355,233
25688,38467,220
25689,38315,213
25690,39231,289
25691,46285,250
25692,13586,191
25693,10162,253
25694,22789,218
25695,44619,276
25696,12095,215
25697,36926,255
25698,37594,245
25699,39198,259
25700,31811,288
25701,43927,330
25702,2876,299
25703,48842,286
25704,26543,199
25705,6091,202
25706,36645,225
25707,3273,278
25708,39652,283
25709,43917,186
25710,19762,303
25711,12768,255
25712,7833,263
25713,12476,239
25714,25542,221
25715,48098,258
25716,13828,254
25717,49670,207
25718,35026,271
25719,47908,276
25720,9390,257
25721,25396,281
25722,18685,288
25723,35053,266
25724,3061,211
25725,13718,236
25726,40998,262
25727,10551,321
25728,39595,241
25729,8372,190
25730,742,252
25731,30165,287
25732,43004,236
25733,28088,273
25734,10307,310
25735,26954,275
25736,39386,222
25737,28393,262
25738,47757,213
25739,27392,191
25740,31073,255
25741,3513,270
25742,23041,293
25743,8953,256
25744,24807,235
25745,38393,299
25746,22429,268
25747,21300,208
25748,7041,275
25749,43471,211
25750,40974,276
25751,42285,290
25752,29448,249
25753,32037,266
25754,5958,220
25755,44164,189
25756,27309,292
25757,31237,233
25758,5178,243
25759,39831,257
25760,19742,227
25761,13160,252
25762,35093,255
25763,42075,227
25764,40582,292
25765,11173,201
25766,33301,299
25767,26128,180
25768,27319,239
25769,29955,292
25770,1453,274
25771,1641,259
25772,43748,226
25773,47097,233
25774,23222,208
25775,13107,196
25776,16061,265
25777,9670,203
25778,27229,226
25779,17988,274
25780,6673,230
25781,19447,297
25782,41600,198
25783,6160,235
25784,36661,289
25785,40072,253
25786,2533,293
25787,6817,238
25788,17298,234
25789,26783,263
25790,31151,252
25791,10492,240
25792,33978,216
25793,10793,268
25794,32075,207
25795,41823,277
25796,38181,259
25797,38905,258
25798,36114,230
25799,30746,231
25800,6162,260
25801,2405,218
25802,40189,220
25803,20939,296
25804,5131,238
25805,34655,276
25806,31301,252
25807,25732,248
25808,47383,279
25809,664,316
25810,11347,254
25811,20799,272
25812,32056,244
25813,1752,274
25814,7749,279
25815,13482,294
25816,46996,232
25817,19554,255
25818,45446,295
25819,37679,235
25820,21997,227
25821,20740,230
25822,12819,241
25823,14133,195
25824,41824,289
25825,11232,213
25826,1911,284
25827,32551,268
25828,7611,291
25829,31003,212
25830,29496,239
25831,29242,264
25832,31346,283
25833,27703,290
25834,34533,251
25835,35372,247
25836,6283,189
25837,9012,222
25838,27290,249
25839,49724,232
25840,46637,239
25841,13832,254
25842,36371,242
25843,5419,295
25844,14714,307
25845,33271,266
25846,19112,220
25847,15271,280
25848,32860,210
25849,31650,274
25850,8924,205
25851,48006,237
25852,42435,264
25853,48925,219
25854,6888,235
25855,24912,232
25856,30862,319
25857,4407,271
25858,10568,242
25859,24272,266
25860,13762,249
25861,24513,221
25862,15819,286
25863,42457,283
25864,13294,290
25865,49546,189
25866,14574,287
25867,1336,272
25868,6088,312
25869,16157,280
25870,28719,232
25871,18215,251
25872,33395,258
25873,38651,237
25874,5159,273
25875,37152,291
25876,45458,265
25877,19786,286
25878,8320,213
25879,23159,215
25880,28919,236
25881,26562,263
25882,26161,181
25883,12128,265
25884,36859,257
25885,47976,289
25886,29205,234
25887,42082,235
25888,14704,257
25889,15952,282
25890,29149,277
25891,48517,232
25892,22977,228
25893,5961,246
25894,13680,266
25895,42047,311
25896,17791,246
25897,12525,268
25898,42978,260
25899,25332,241
25900,7461,251
25901,42194,207
25902,19473,273
25903,12308,249
25904,24296,230
25905,45548,305
25906,29404,274
25907,42231,247
25908,29175,209
25909,33959,284
25910,47609,229
25911,31381,272
25912,46645,285
25913,8143,246
25914,10353,263
25915,6174,245
25916,43441,200
25917,11032,252
25918,8778,270
25919,35589,199
25920,2477,269
25921,25063,233
25922,45639,224
25923,24274,211
25924,30566,243
25925,44292,257
25926,37326,250
25927,10175,230
25928,30687,315
25929,38075,246
25930,21209,244
25931,31341,269
25932,9629,263
25933,28112,253
25934,14734,243
25935,30858,262
25936,10751,223
25937,7168,250
25938,9271,254
25939,31525,244
25940,9915,317
25941,11526,217
25942,4490,227
25943,41184,229
25944,26325,248
25945,42134,249
25946,32561,240
25947,8459,248
25948,37604,244
25949,17979,227
25950,44926,246
25951,41734,238
25952,9605,253
25953,23892,224
25954,26676,274
25955,9349,253
25956,5728,297
25957,36735,288
25958,23257,285
25959,31311,251
25960,29253,307
25961,6329,230
25962,44978,305
25963,1034,280
25964,34856,229
25965,18989,214
25966,47535,265
25967,39250,276
25968,12825,252
25969,11166,220
25970,34408,281
25971,9296,246
25972,36305,265
25973,13198,222
25974,43516,259
25975,13738,302
25976,45414,231
25977,10600,215
25978,12194,230
25979,41151,226
25980,4859,262
25981,33996,245
25982,34598,282
25983,46400,205
25984,8276,210
25985,18406,260
25986,6937,213
25987,6293,217
25988,40517,226
25989,2047,210
25990,8035,239
25991,47549,207
25992,42313,296
25993,40662,270
25994,8342,268
25995,28796,231
25996,45784,260
25997,23374,276
25998,45036,210
25999,19416,312
26000,273,212
26001,19782,246
26002,6044,222
26003,4874,210
26004,26236,254
26005,4671,220
26006,21120,232
26007,2255,274
26008,18972,263
26009,43243,300
26010,36978,252
26011,1729,285
26012,7514,225
26013,22251,279
26014,4699,240
26015,47243,275
26016,34344,259
26017,21433,206
26018,8018,247
26019,19082,261
26020,35406,235
26021,20372,225
26022,8844,282
26023,47419,263
26024,29079,297
26025,14233,265
26026,21272,213
26027,32477,241
26028,42421,202
26029,48338,237
26030,13410,220
26031,12320,275
26032,32165,216
26033,25890,233
26034,48453,211
26035,48506,267
26036,23914,233
26037,39019,239
26038,25743,190
26039,28886,215
26040,43473,250
26041,22139,241
26042,13447,245
26043,20757,264
26044,23922,251
26045,8990,304
26046,37318,247
26047,32036,274
26048,1602,208
26049,46197,244
26050,47560,260
26051,21229,256
26052,47226,256
26053,10843,232
26054,24641,231
26055,25629,264
26056,33771,254
26057,49745,252
26058,11921,275
26059,44980,205
26060,4793,280
26061,15551,269
26062,12434,198
26063,29307,208
26064,32638,235
26065,32343,239
26066,37529,238
26067,21792,257
26068,36410,300
26069,28968,212
26070,3245,196
26071,37596,228
26072,4800,309
26073,16125,267
26074,33569,247
26075,32148,265
26076,1015,213
26077,34684,246
26078,45963,243
26079,27787,268
26080,43725,194
26081,44271,279
26082,10137,284
26083,44148,331
26084,31381,228
26085,18737,289
26086,45530,264
26087,27153,258
26088,44246,276
26089,12486,242
26090,46425,275
26091,5238,300
26092,5915,259
26093,36332,200
26094,9761,290
26095,1124,212
26096,37319,266
26097,35708,268
26098,48746,191
26099,36647,295
26100,46668,307
26101,41434,233
26102,46640,298
26103,48149,181
26104,8407,270
26105,21087,278
26106,13671,263
26107,15448,220
26108,37564,257
26109,29764,195
26110,30472,253
26111,17711,261
26112,29030,297
26113,34512,253
26114,1575,240
26115,18051,299
26116,10704,221
26117,11450,222
26118,29625,290
26119,45071,249
26120,44793,209
26121,31550,249
26122,25322,192
26123,10653,241
26124,28005,236
26125,1370,260
26126,19353,227
26127,47445,310
26128,29816,290
26129,30817,274
26130,7110,270
26131,10465,207
26132,11256,270
26133,39457,245
26134,46266,255
26135,26514,316
26136,42754,282
26137,2935,252
26138,43812,266
26139,7635,268
26140,9371,194
26141,1880,248
26142,6547,298
26143,49246,216
26144,2026,245
26145,34351,295
26146,9415,212
26147,11859,243
26148,16154,271
26149,33288,246
26150,1631,230
26151,40882,296
26152,31712,221
26153,21476,304
26154,34784,254
26155,8852,279
26156,45551,242
26157,29300,290
26158,28145,232
26159,17229,211
26160,29444,214
26161,28689,216
26162,7419,275
26163,17188,347
26164,42698,233
26165,32154,271
26166,1991,287
26167,29689,261
26168,1267,231
26169,37865,278
26170,20807,232
26171,22781,318
26172,5166,243
26173,42619,250
26174,25906,239
26175,32388,261
26176,27083,227
26177,44771,206
26178,19855,249
26179,36585,218
26180,15431,288
26181,22553,251
26182,7440,230
26183,21316,264
26184,8054,255
26185,20709,223
26186,29057,245
26187,39385,236
26188,4483,273
26189,16317,226
26190,35024,232
26191,26845,179
26192,47875,216
26193,42818,272
26194,21032,226
26195,21665,201
26196,36692,246
26197,1321,260
26198,5529,292
26199,33768,228
26200,43527,186
26201,2743,238
26202,36220,207
26203,21070,271
26204,10169,240
26205,18781,250
26206,8579,376
26207,44264,292
26208,13460,255
26209,34377,245
26210,42102,285
26211,18613,251
26212,42729,233
26213,47183,277
26214,18642,223
26215,9977,255
26216,32712,262
26217,12911,200
26218,37893,331
26219,36055,264
26220,47887,245
26221,9576,258
26222,36972,282
26223,41769,248
26224,17790,253
26225,9472,238
26226,34051,301
26227,24004,237
26228,25304,262
26229,35960,212
26230,28259,286
26231,24855,261
26232,6121,256
26233,36501,170
26234,39076,264
26235,25592,258
26236,5825,247
26237,20126,248
26238,24552,291
26239,37170,310
26240,7110,233
26241,30406,233
26242,32468,251
26243,12889,213
26244,45593,227
26245,40609,239
26246,42776,301
26247,42160,212
26248,42857,235
26249,46638,297
26250,34822,253
26251,29764,282
26252,25637,269
26253,11180,263
26254,33832,256
26255,16158,203
26256,22378,262
26257,35039,231
26258,17566,252
26259,36713,261
26260,37078,329
26261,11045,263
26262,46620,256
26263,36981,237
26264,49720,268
26265,34071,264
26266,3263,220
26267,41557,197
26268,40487,280
26269,31068,218
26270,21665,266
26271,48223,261
26272,12377,178
26273,14281,240
26274,3083,257
26275,2377,233
26276,18603,304
26277,32848,259
26278,1562,278
26279,7040,264
26280,5847,264
26281,46288,255
26282,41009,184
26283,18580,236
26284,9280,272
26285,26270,243
26286,7562,277
26287,19263,252
26288,37177,186
26289,25968,287
26290,27885,289
26291,38255,238
26292,14043,278
26293,17860,266
26294,1935,184
26295,48935,260
26296,46234,204
26297,30014,239
26298,32529,293
26299,31275,221
26300,16771,232
26301,47929,191
26302,25473,263
26303,24651,284
26304,24900,237
26305,12455,289
26306,4168,231
26307,32911,285
26308,46774,218
26309,33670,280
26310,15900,265
26311,9740,332
26312,19091,238
26313,10853,313
26314,44986,263
26315,3174,212
26316,25405,190
26317,19985,248
26318,38831,241
26319,41983,237
26320,3679,276
26321,7308,250
26322,43229,230
26323,32454,235
26324,2991,235
26325,40713,247
26326,10020,185
26327,9410,241
26328,31161,227
26329,21372,263
26330,19221,315
26331,43607,247
26332,47731,260
26333,47036,273
26334,39022,233
26335,44664,221
26336,46165,233
26337,35672,221
26338,15198,238
26339,35684,295
26340,31115,298
26341,40347,236
26342,21067,234
26343,3477,211
26344,13645,269
26345,2940,229
26346,11077,232
26347,25031,275
26348,28682,250
26349,16986,249
26350,4975,265
26351,16467,283
26352,49422,243
26353,28763,197
26354,32269,272
26355,33154,236
26356,40958,233
26357,32769,284
26358,6157,285
26359,13883,241
26360,45923,260
26361,16485,232
26362,8206,236
26363,5290,245
26364,32811,213
26365,21181,301
26366,22540,226
26367,4774,212
26368,48979,292
26369,31516,303
26370,6258,279
26371,19518,241
26372,8172,235
26373,37408,263
26374,28377,259
26375,34442,299
26376,46550,195
26377,17797,232
26378,17261,295
26379,37677,264
26380,480,258
26381,2525,269
26382,2362,279
26383,30987,271
26384,22035,221
26385,18742,234
26386,15026,291
26387,30840,217
26388,33836,279
26389,40328,306
26390,14043,276
26391,26419,232
26392,8835,250
26393,35221,212
26394,14417,228
